userid;register_time;country;;;;
29487;22/05/2017;TW;;;;
29496;05/02/2017;MY;;;;
29500;06/02/2017;PH;;;;
29509;21/05/2017;PH;;;;
29514;23/01/2017;TH;;;;
29524;16/03/2017;ID;;;;
29530;26/03/2017;SG;;;;
29535;03/05/2017;PH;;;;
29536;24/02/2017;PH;;;;
29541;09/02/2017;VN;;;;
29551;09/04/2017;VN;;;;
29555;18/03/2017;MY;;;;
29558;25/01/2017;ID;;;;
29566;24/04/2017;ID;;;;
29574;28/02/2017;SG;;;;
29584;03/04/2017;TH;;;;
29592;17/02/2017;MY;;;;
29597;28/05/2017;SG;;;;
29605;31/05/2017;VN;;;;
29613;15/04/2017;ID;;;;
29614;26/01/2017;PH;;;;
29616;02/05/2017;SG;;;;
29621;27/03/2017;PH;;;;
29629;21/01/2017;SG;;;;
29634;08/04/2017;VN;;;;
29642;01/02/2017;SG;;;;
29651;07/05/2017;ID;;;;
29654;28/02/2017;PH;;;;
29655;22/04/2017;SG;;;;
29658;13/02/2017;TW;;;;
29662;04/02/2017;ID;;;;
29666;23/04/2017;PH;;;;
29671;10/04/2017;ID;;;;
29681;25/03/2017;MY;;;;
29690;09/03/2017;TH;;;;
29700;27/05/2017;PH;;;;
29704;19/04/2017;TW;;;;
29710;01/06/2017;ID;;;;
29715;24/01/2017;TW;;;;
29722;23/05/2017;ID;;;;
29726;18/03/2017;TW;;;;
29729;16/03/2017;PH;;;;
29732;18/02/2017;ID;;;;
29740;06/04/2017;MY;;;;
29743;03/03/2017;PH;;;;
29746;05/04/2017;TH;;;;
29754;26/04/2017;SG;;;;
29756;12/02/2017;PH;;;;
29763;31/01/2017;TW;;;;
29770;26/01/2017;ID;;;;
29777;30/05/2017;VN;;;;
29785;31/05/2017;VN;;;;
29794;02/03/2017;PH;;;;
29798;10/01/2017;TH;;;;
29799;24/04/2017;ID;;;;
29801;26/04/2017;PH;;;;
29805;29/05/2017;PH;;;;
29809;06/02/2017;ID;;;;
29819;16/02/2017;VN;;;;
29820;27/03/2017;MY;;;;
29825;12/04/2017;SG;;;;
29829;12/01/2017;TH;;;;
29832;22/01/2017;MY;;;;
29834;07/05/2017;TW;;;;
29842;15/03/2017;MY;;;;
29848;18/03/2017;MY;;;;
29854;21/01/2017;TH;;;;
29856;17/02/2017;ID;;;;
29858;04/01/2017;TW;;;;
29859;29/05/2017;ID;;;;
29868;19/02/2017;SG;;;;
29877;24/01/2017;ID;;;;
29878;28/01/2017;TW;;;;
29882;21/02/2017;TH;;;;
29886;28/02/2017;VN;;;;
29889;23/04/2017;VN;;;;
29890;16/04/2017;TH;;;;
29895;11/01/2017;SG;;;;
29900;05/02/2017;VN;;;;
29906;04/04/2017;SG;;;;
29910;18/05/2017;PH;;;;
29915;08/05/2017;SG;;;;
29917;19/05/2017;ID;;;;
29927;03/04/2017;TW;;;;
29933;03/03/2017;ID;;;;
29936;09/03/2017;TH;;;;
29942;26/03/2017;TH;;;;
29948;22/04/2017;VN;;;;
29950;14/05/2017;MY;;;;
29958;04/02/2017;VN;;;;
29960;01/06/2017;MY;;;;
29962;28/05/2017;PH;;;;
29970;04/03/2017;PH;;;;
29973;28/05/2017;TH;;;;
29977;16/05/2017;MY;;;;
29981;03/01/2017;ID;;;;
29991;03/04/2017;MY;;;;
30000;31/05/2017;TH;;;;
30005;06/01/2017;MY;;;;
30014;13/02/2017;SG;;;;
30022;02/03/2017;ID;;;;
30023;26/03/2017;ID;;;;
30024;14/04/2017;ID;;;;
30029;27/01/2017;ID;;;;
30034;15/03/2017;VN;;;;
30038;17/02/2017;VN;;;;
30045;01/03/2017;SG;;;;
30046;25/04/2017;ID;;;;
30047;10/05/2017;SG;;;;
30052;02/03/2017;VN;;;;
30061;31/05/2017;ID;;;;
30064;02/02/2017;TW;;;;
30071;28/01/2017;SG;;;;
30077;01/06/2017;SG;;;;
30085;09/04/2017;ID;;;;
30094;16/02/2017;ID;;;;
30101;15/05/2017;TW;;;;
30108;10/05/2017;TH;;;;
30110;13/02/2017;PH;;;;
30118;04/01/2017;MY;;;;
30122;23/03/2017;SG;;;;
30131;07/02/2017;TH;;;;
30136;06/05/2017;TH;;;;
30144;16/02/2017;SG;;;;
30151;02/05/2017;ID;;;;
30154;28/01/2017;ID;;;;
30164;08/01/2017;ID;;;;
30174;16/01/2017;ID;;;;
30178;11/01/2017;VN;;;;
30183;23/05/2017;ID;;;;
30190;10/02/2017;MY;;;;
30200;27/05/2017;ID;;;;
30209;28/01/2017;PH;;;;
30215;19/04/2017;MY;;;;
30223;08/03/2017;SG;;;;
30231;02/04/2017;TW;;;;
30234;18/03/2017;ID;;;;
30240;05/05/2017;TW;;;;
30248;02/01/2017;ID;;;;
30252;13/01/2017;TW;;;;
30253;13/03/2017;VN;;;;
30263;02/04/2017;MY;;;;
30267;27/03/2017;SG;;;;
30272;23/05/2017;TW;;;;
30280;08/03/2017;TH;;;;
30281;20/04/2017;SG;;;;
30287;12/03/2017;TW;;;;
30292;01/06/2017;MY;;;;
30297;31/01/2017;VN;;;;
30298;29/03/2017;VN;;;;
30305;24/04/2017;TW;;;;
30309;28/03/2017;SG;;;;
30312;14/04/2017;PH;;;;
30322;16/01/2017;VN;;;;
30323;11/03/2017;MY;;;;
30330;19/05/2017;PH;;;;
30334;25/01/2017;TW;;;;
30340;20/03/2017;VN;;;;
30342;01/06/2017;TW;;;;
30347;28/02/2017;PH;;;;
30356;12/05/2017;PH;;;;
30361;16/05/2017;VN;;;;
30363;08/05/2017;TH;;;;
30364;24/02/2017;ID;;;;
30368;26/03/2017;MY;;;;
30377;01/02/2017;PH;;;;
30378;17/04/2017;PH;;;;
30380;14/03/2017;SG;;;;
30385;25/04/2017;ID;;;;
30389;27/02/2017;MY;;;;
30395;05/04/2017;TH;;;;
30399;25/03/2017;VN;;;;
30403;21/03/2017;TH;;;;
30410;09/04/2017;MY;;;;
30415;23/01/2017;MY;;;;
30417;10/03/2017;SG;;;;
30418;03/05/2017;TH;;;;
30425;05/01/2017;TH;;;;
30435;27/02/2017;TH;;;;
30440;13/05/2017;MY;;;;
30449;11/02/2017;ID;;;;
30457;07/05/2017;TH;;;;
30467;20/01/2017;SG;;;;
30475;25/03/2017;ID;;;;
30480;26/02/2017;VN;;;;
30490;21/03/2017;ID;;;;
30499;21/01/2017;ID;;;;
30503;22/05/2017;TW;;;;
30513;07/05/2017;TW;;;;
30516;05/04/2017;TW;;;;
30523;26/04/2017;TH;;;;
30527;13/01/2017;PH;;;;
30532;01/06/2017;ID;;;;
30541;04/05/2017;PH;;;;
30544;25/03/2017;SG;;;;
30552;31/01/2017;MY;;;;
30553;30/01/2017;TH;;;;
30556;02/03/2017;MY;;;;
30557;25/02/2017;VN;;;;
30559;15/03/2017;MY;;;;
30562;19/02/2017;SG;;;;
30571;30/03/2017;PH;;;;
30572;04/05/2017;ID;;;;
30580;24/01/2017;PH;;;;
30586;27/05/2017;SG;;;;
30587;04/05/2017;PH;;;;
30596;15/05/2017;PH;;;;
30603;17/04/2017;VN;;;;
30611;09/03/2017;TW;;;;
30615;25/04/2017;MY;;;;
30624;12/03/2017;MY;;;;
30626;04/01/2017;VN;;;;
30635;14/03/2017;MY;;;;
30637;03/01/2017;VN;;;;
30640;07/01/2017;ID;;;;
30647;08/03/2017;TH;;;;
30648;17/05/2017;SG;;;;
30658;14/05/2017;PH;;;;
30668;28/03/2017;MY;;;;
30672;10/01/2017;VN;;;;
30681;06/05/2017;VN;;;;
30691;05/02/2017;ID;;;;
30695;11/02/2017;MY;;;;
30696;09/01/2017;TH;;;;
30697;12/04/2017;PH;;;;
30706;06/02/2017;TH;;;;
30707;28/05/2017;SG;;;;
30716;15/04/2017;MY;;;;
30722;10/01/2017;TH;;;;
30729;07/03/2017;ID;;;;
30737;23/05/2017;SG;;;;
30740;17/04/2017;TW;;;;
30750;18/03/2017;MY;;;;
30751;01/02/2017;MY;;;;
30754;09/01/2017;SG;;;;
30763;06/04/2017;TW;;;;
30773;29/03/2017;PH;;;;
30783;17/05/2017;VN;;;;
30793;08/05/2017;VN;;;;
30799;07/02/2017;TW;;;;
30802;01/03/2017;ID;;;;
30809;29/03/2017;TH;;;;
30816;03/05/2017;PH;;;;
30818;08/04/2017;VN;;;;
30826;14/04/2017;VN;;;;
30833;07/05/2017;PH;;;;
30842;06/04/2017;MY;;;;
30843;12/03/2017;SG;;;;
30849;29/04/2017;ID;;;;
30851;12/05/2017;TW;;;;
30856;10/01/2017;SG;;;;
30866;11/05/2017;ID;;;;
30871;11/02/2017;MY;;;;
30877;10/05/2017;VN;;;;
30886;09/01/2017;VN;;;;
30891;03/05/2017;VN;;;;
30892;14/01/2017;TH;;;;
30901;29/04/2017;ID;;;;
30906;17/04/2017;TW;;;;
30916;15/05/2017;TH;;;;
30920;08/01/2017;SG;;;;
30926;05/04/2017;SG;;;;
30927;16/02/2017;SG;;;;
30933;29/03/2017;PH;;;;
30937;30/04/2017;SG;;;;
30945;22/01/2017;TW;;;;
30947;24/05/2017;SG;;;;
30951;04/05/2017;SG;;;;
30959;23/03/2017;VN;;;;
30961;17/05/2017;TW;;;;
30969;01/06/2017;TH;;;;
30979;08/03/2017;VN;;;;
30989;30/05/2017;TW;;;;
30997;29/05/2017;PH;;;;
31005;28/04/2017;TW;;;;
31014;18/03/2017;ID;;;;
31024;02/03/2017;VN;;;;
31034;07/05/2017;TW;;;;
31043;13/03/2017;TH;;;;
31048;21/05/2017;VN;;;;
31052;21/02/2017;PH;;;;
31056;12/03/2017;VN;;;;
31066;06/01/2017;PH;;;;
31071;12/05/2017;TH;;;;
31081;17/01/2017;ID;;;;
31089;28/03/2017;PH;;;;
31091;26/01/2017;ID;;;;
31098;17/01/2017;ID;;;;
31106;17/04/2017;ID;;;;
31116;02/05/2017;TW;;;;
31125;20/03/2017;ID;;;;
31132;23/04/2017;TW;;;;
31137;26/01/2017;TW;;;;
31142;24/04/2017;TW;;;;
31151;21/02/2017;TH;;;;
31155;18/03/2017;ID;;;;
31158;07/04/2017;VN;;;;
31168;27/04/2017;SG;;;;
31173;12/02/2017;VN;;;;
31183;06/04/2017;VN;;;;
31184;12/03/2017;VN;;;;
31185;02/02/2017;PH;;;;
31190;22/01/2017;TW;;;;
31191;12/05/2017;TH;;;;
31199;15/05/2017;TW;;;;
31203;12/04/2017;ID;;;;
31213;27/01/2017;MY;;;;
31215;29/05/2017;ID;;;;
31218;15/01/2017;ID;;;;
31220;13/03/2017;VN;;;;
31230;23/02/2017;MY;;;;
31232;25/05/2017;SG;;;;
31241;15/03/2017;MY;;;;
31246;10/03/2017;TW;;;;
31249;15/01/2017;TW;;;;
31258;05/01/2017;SG;;;;
31268;04/01/2017;MY;;;;
31278;23/02/2017;PH;;;;
31284;02/03/2017;TW;;;;
31286;02/02/2017;SG;;;;
31287;26/05/2017;TH;;;;
31295;16/03/2017;TH;;;;
31305;08/03/2017;MY;;;;
31315;12/01/2017;TW;;;;
31316;01/01/2017;MY;;;;
31324;06/03/2017;PH;;;;
31326;26/03/2017;ID;;;;
31331;20/03/2017;SG;;;;
31336;12/05/2017;PH;;;;
31339;23/04/2017;SG;;;;
31342;23/03/2017;TH;;;;
31345;06/04/2017;TH;;;;
31350;05/01/2017;SG;;;;
31356;05/01/2017;TW;;;;
31361;02/01/2017;SG;;;;
31367;29/04/2017;VN;;;;
31370;08/05/2017;VN;;;;
31373;20/04/2017;MY;;;;
31382;14/03/2017;SG;;;;
31387;05/02/2017;PH;;;;
31393;12/03/2017;VN;;;;
31398;17/04/2017;ID;;;;
31405;12/02/2017;VN;;;;
31409;22/02/2017;TW;;;;
31416;04/05/2017;SG;;;;
31421;18/05/2017;TW;;;;
31431;17/04/2017;PH;;;;
31433;10/04/2017;ID;;;;
31438;03/02/2017;ID;;;;
31444;10/01/2017;TW;;;;
31445;17/05/2017;SG;;;;
31452;23/04/2017;VN;;;;
31457;27/05/2017;MY;;;;
31462;23/02/2017;MY;;;;
31467;16/03/2017;SG;;;;
31471;02/03/2017;SG;;;;
31475;06/03/2017;SG;;;;
31479;03/03/2017;VN;;;;
31484;05/01/2017;VN;;;;
31492;19/02/2017;SG;;;;
31499;27/01/2017;TH;;;;
31508;04/02/2017;SG;;;;
31509;12/05/2017;VN;;;;
31514;13/04/2017;VN;;;;
31519;25/04/2017;MY;;;;
31521;11/03/2017;TW;;;;
31522;14/05/2017;SG;;;;
31527;25/02/2017;TW;;;;
31532;02/05/2017;ID;;;;
31542;12/03/2017;VN;;;;
31549;22/05/2017;VN;;;;
31557;07/01/2017;SG;;;;
31566;03/03/2017;TH;;;;
31573;08/02/2017;ID;;;;
31579;19/02/2017;ID;;;;
31582;01/01/2017;VN;;;;
31587;05/03/2017;SG;;;;
31588;30/04/2017;PH;;;;
31597;26/04/2017;SG;;;;
31602;22/01/2017;TW;;;;
31611;03/03/2017;PH;;;;
31617;03/05/2017;VN;;;;
31625;28/01/2017;VN;;;;
31633;17/05/2017;PH;;;;
31643;07/02/2017;MY;;;;
31644;16/05/2017;MY;;;;
31646;03/04/2017;TW;;;;
31656;19/03/2017;SG;;;;
31658;27/01/2017;VN;;;;
31667;23/02/2017;SG;;;;
31671;11/03/2017;TW;;;;
31673;20/02/2017;TH;;;;
31675;30/04/2017;TW;;;;
31681;25/04/2017;ID;;;;
31684;13/02/2017;VN;;;;
31685;30/03/2017;ID;;;;
31687;01/02/2017;TH;;;;
31690;02/02/2017;SG;;;;
31695;25/02/2017;MY;;;;
31698;22/03/2017;ID;;;;
31706;17/05/2017;ID;;;;
31707;17/04/2017;SG;;;;
31708;08/02/2017;TW;;;;
31717;31/01/2017;TH;;;;
31720;18/05/2017;VN;;;;
31727;29/05/2017;TH;;;;
31735;24/01/2017;MY;;;;
31738;07/04/2017;PH;;;;
31745;31/05/2017;TW;;;;
31751;17/05/2017;TW;;;;
31755;06/03/2017;SG;;;;
31761;27/05/2017;PH;;;;
31762;18/03/2017;TH;;;;
31771;27/03/2017;PH;;;;
31775;11/04/2017;TH;;;;
31783;27/04/2017;TW;;;;
31788;03/05/2017;PH;;;;
31795;27/03/2017;PH;;;;
31798;08/02/2017;SG;;;;
31805;28/03/2017;PH;;;;
31814;04/02/2017;PH;;;;
31818;23/03/2017;MY;;;;
31819;16/04/2017;SG;;;;
31824;31/01/2017;VN;;;;
31829;04/02/2017;VN;;;;
31833;09/04/2017;PH;;;;
31841;19/01/2017;ID;;;;
31847;19/01/2017;SG;;;;
31855;06/02/2017;TW;;;;
31862;17/01/2017;SG;;;;
31863;10/04/2017;VN;;;;
31871;20/01/2017;TW;;;;
31877;10/01/2017;SG;;;;
31886;11/04/2017;MY;;;;
31894;11/05/2017;SG;;;;
31900;10/05/2017;ID;;;;
31906;07/03/2017;PH;;;;
31907;09/05/2017;PH;;;;
31909;05/03/2017;ID;;;;
31916;11/01/2017;PH;;;;
31925;02/03/2017;PH;;;;
31935;07/04/2017;ID;;;;
31942;29/05/2017;TW;;;;
31951;30/04/2017;MY;;;;
31954;04/03/2017;ID;;;;
31961;29/04/2017;SG;;;;
31969;03/02/2017;VN;;;;
31973;02/04/2017;MY;;;;
31982;25/03/2017;PH;;;;
31990;18/01/2017;TH;;;;
32000;21/04/2017;TW;;;;
32001;02/01/2017;SG;;;;
32009;20/03/2017;ID;;;;
32014;23/02/2017;VN;;;;
32020;18/02/2017;VN;;;;
32025;16/05/2017;SG;;;;
32026;30/03/2017;MY;;;;
32027;30/03/2017;SG;;;;
32032;08/01/2017;ID;;;;
32034;19/03/2017;MY;;;;
32043;20/01/2017;ID;;;;
32053;25/01/2017;MY;;;;
32054;10/01/2017;SG;;;;
32061;26/05/2017;SG;;;;
32068;31/01/2017;ID;;;;
32073;31/01/2017;TW;;;;
32083;17/05/2017;VN;;;;
32089;06/04/2017;MY;;;;
32091;04/04/2017;VN;;;;
32094;22/02/2017;TW;;;;
32102;20/01/2017;TW;;;;
32104;15/03/2017;VN;;;;
32114;08/01/2017;ID;;;;
32121;03/05/2017;ID;;;;
32125;17/01/2017;MY;;;;
32132;07/04/2017;TW;;;;
32139;26/05/2017;PH;;;;
32147;24/02/2017;TW;;;;
32156;04/05/2017;TW;;;;
32163;04/01/2017;PH;;;;
32172;29/05/2017;VN;;;;
32174;29/04/2017;SG;;;;
32184;22/02/2017;PH;;;;
32192;16/03/2017;SG;;;;
32196;29/01/2017;MY;;;;
32200;12/04/2017;ID;;;;
32204;14/05/2017;VN;;;;
32210;28/04/2017;TW;;;;
32220;25/04/2017;VN;;;;
32223;12/01/2017;VN;;;;
32224;11/04/2017;TH;;;;
32230;19/01/2017;TW;;;;
32234;24/04/2017;TW;;;;
32237;24/03/2017;VN;;;;
32239;06/01/2017;SG;;;;
32249;07/05/2017;MY;;;;
32259;09/04/2017;SG;;;;
32262;05/02/2017;VN;;;;
32268;03/02/2017;TH;;;;
32273;11/03/2017;TH;;;;
32275;10/04/2017;TH;;;;
32281;05/02/2017;TW;;;;
32284;11/05/2017;MY;;;;
32288;17/05/2017;MY;;;;
32295;04/05/2017;ID;;;;
32304;23/02/2017;TH;;;;
32311;20/04/2017;PH;;;;
32321;16/03/2017;ID;;;;
32328;31/01/2017;MY;;;;
32337;09/05/2017;TW;;;;
32342;18/02/2017;TW;;;;
32350;13/04/2017;PH;;;;
32356;20/04/2017;VN;;;;
32357;27/01/2017;PH;;;;
32358;06/03/2017;TW;;;;
32364;28/02/2017;TW;;;;
32370;20/02/2017;TW;;;;
32375;21/03/2017;TH;;;;
32380;12/01/2017;ID;;;;
32388;15/03/2017;TW;;;;
32393;14/01/2017;SG;;;;
32399;17/02/2017;MY;;;;
32405;10/04/2017;ID;;;;
32412;23/03/2017;MY;;;;
32421;16/01/2017;TW;;;;
32422;20/01/2017;MY;;;;
32426;19/03/2017;SG;;;;
32430;24/01/2017;ID;;;;
32435;25/05/2017;ID;;;;
32443;21/05/2017;TH;;;;
32449;07/05/2017;TW;;;;
32457;23/05/2017;ID;;;;
32465;26/04/2017;PH;;;;
32474;05/05/2017;TH;;;;
32478;25/04/2017;PH;;;;
32483;26/01/2017;MY;;;;
32493;22/03/2017;TH;;;;
32499;18/01/2017;VN;;;;
32507;16/01/2017;MY;;;;
32515;26/03/2017;PH;;;;
32522;18/05/2017;PH;;;;
32530;15/02/2017;TH;;;;
32533;02/01/2017;PH;;;;
32538;27/04/2017;SG;;;;
32545;11/03/2017;ID;;;;
32555;10/02/2017;VN;;;;
32564;20/02/2017;MY;;;;
32569;19/03/2017;PH;;;;
32573;28/01/2017;VN;;;;
32577;23/04/2017;TH;;;;
32578;15/03/2017;PH;;;;
32581;23/02/2017;TH;;;;
32589;26/03/2017;ID;;;;
32592;19/04/2017;ID;;;;
32601;12/01/2017;ID;;;;
32602;10/05/2017;TW;;;;
32605;19/02/2017;VN;;;;
32615;26/03/2017;TH;;;;
32617;20/02/2017;SG;;;;
32624;24/05/2017;ID;;;;
32631;13/03/2017;SG;;;;
32633;22/02/2017;MY;;;;
32638;10/01/2017;MY;;;;
32647;28/01/2017;TW;;;;
32648;22/04/2017;TH;;;;
32650;20/03/2017;MY;;;;
32653;25/02/2017;PH;;;;
32656;11/05/2017;VN;;;;
32660;01/01/2017;MY;;;;
32664;28/03/2017;VN;;;;
32669;19/02/2017;PH;;;;
32673;22/02/2017;TW;;;;
32675;29/01/2017;SG;;;;
32682;13/05/2017;ID;;;;
32688;20/04/2017;VN;;;;
32690;16/03/2017;TW;;;;
32699;26/02/2017;PH;;;;
32704;11/03/2017;ID;;;;
32714;07/02/2017;VN;;;;
32722;19/02/2017;PH;;;;
32731;02/01/2017;VN;;;;
32739;30/01/2017;ID;;;;
32747;22/04/2017;TH;;;;
32749;05/01/2017;MY;;;;
32757;19/04/2017;PH;;;;
32766;10/02/2017;SG;;;;
32776;20/05/2017;ID;;;;
32777;13/04/2017;TW;;;;
32786;10/02/2017;SG;;;;
32795;24/05/2017;TW;;;;
32801;24/01/2017;VN;;;;
32805;02/05/2017;VN;;;;
32807;05/01/2017;TH;;;;
32816;06/01/2017;MY;;;;
32819;20/01/2017;PH;;;;
32820;15/01/2017;PH;;;;
32827;16/02/2017;ID;;;;
32830;28/03/2017;TW;;;;
32839;21/01/2017;TH;;;;
32846;31/01/2017;TW;;;;
32852;12/03/2017;MY;;;;
32859;19/02/2017;PH;;;;
32861;07/05/2017;TW;;;;
32870;02/03/2017;TH;;;;
32872;24/02/2017;SG;;;;
32873;18/05/2017;SG;;;;
32877;21/05/2017;TW;;;;
32885;26/01/2017;VN;;;;
32895;05/04/2017;VN;;;;
32897;23/03/2017;TH;;;;
32898;04/04/2017;MY;;;;
32907;18/02/2017;TH;;;;
32915;09/04/2017;MY;;;;
32924;12/01/2017;SG;;;;
32933;30/04/2017;PH;;;;
32939;25/01/2017;VN;;;;
32949;12/05/2017;ID;;;;
32953;17/02/2017;MY;;;;
32954;14/01/2017;PH;;;;
32963;10/02/2017;TW;;;;
32964;13/01/2017;MY;;;;
32974;03/05/2017;ID;;;;
32984;08/02/2017;VN;;;;
32987;28/05/2017;TH;;;;
32988;18/01/2017;ID;;;;
32994;25/05/2017;PH;;;;
32995;15/02/2017;MY;;;;
33005;08/01/2017;PH;;;;
33013;18/02/2017;TW;;;;
33016;27/01/2017;ID;;;;
33017;08/04/2017;TH;;;;
33020;11/02/2017;MY;;;;
33029;14/05/2017;TW;;;;
33030;24/04/2017;PH;;;;
33036;06/05/2017;TW;;;;
33045;18/04/2017;MY;;;;
33046;17/04/2017;SG;;;;
33053;08/01/2017;PH;;;;
33059;08/02/2017;VN;;;;
33068;08/05/2017;MY;;;;
33074;22/01/2017;TH;;;;
33079;03/04/2017;SG;;;;
33083;07/04/2017;MY;;;;
33087;12/04/2017;PH;;;;
33096;24/05/2017;SG;;;;
33097;17/05/2017;PH;;;;
33102;02/02/2017;TH;;;;
33105;14/01/2017;SG;;;;
33109;28/01/2017;PH;;;;
33115;24/02/2017;ID;;;;
33119;31/05/2017;TW;;;;
33125;10/05/2017;PH;;;;
33129;27/04/2017;ID;;;;
33135;29/05/2017;TW;;;;
33140;22/01/2017;TW;;;;
33141;09/03/2017;TW;;;;
33148;16/05/2017;PH;;;;
33156;17/04/2017;MY;;;;
33161;25/03/2017;PH;;;;
33164;24/02/2017;VN;;;;
33173;14/04/2017;TW;;;;
33179;02/05/2017;VN;;;;
33189;15/02/2017;MY;;;;
33194;26/03/2017;PH;;;;
33197;03/01/2017;VN;;;;
33202;14/04/2017;TH;;;;
33206;09/03/2017;TH;;;;
33214;21/01/2017;TW;;;;
33218;03/05/2017;TW;;;;
33224;06/01/2017;TW;;;;
33226;28/02/2017;PH;;;;
33230;18/04/2017;ID;;;;
33237;23/05/2017;MY;;;;
33246;31/03/2017;MY;;;;
33254;07/03/2017;ID;;;;
33257;26/02/2017;SG;;;;
33262;16/04/2017;TH;;;;
33269;23/02/2017;TH;;;;
33274;08/02/2017;PH;;;;
33280;17/01/2017;MY;;;;
33281;22/05/2017;PH;;;;
33288;03/02/2017;TW;;;;
33298;13/05/2017;ID;;;;
33303;30/04/2017;VN;;;;
33311;07/03/2017;TH;;;;
33320;22/01/2017;PH;;;;
33322;16/02/2017;VN;;;;
33329;01/02/2017;ID;;;;
33334;27/01/2017;SG;;;;
33337;01/01/2017;MY;;;;
33339;14/04/2017;SG;;;;
33345;20/02/2017;TH;;;;
33348;03/03/2017;VN;;;;
33353;03/05/2017;TH;;;;
33354;23/05/2017;TW;;;;
33363;12/01/2017;SG;;;;
33371;05/02/2017;TW;;;;
33379;14/04/2017;VN;;;;
33387;15/01/2017;VN;;;;
33397;23/01/2017;TW;;;;
33407;30/04/2017;SG;;;;
33417;04/04/2017;MY;;;;
33422;28/04/2017;TH;;;;
33423;07/04/2017;PH;;;;
33433;25/05/2017;SG;;;;
33439;12/04/2017;PH;;;;
33440;01/05/2017;VN;;;;
33441;01/02/2017;MY;;;;
33442;26/04/2017;ID;;;;
33451;31/03/2017;MY;;;;
33461;04/04/2017;MY;;;;
33464;03/03/2017;TH;;;;
33471;18/05/2017;SG;;;;
33472;02/02/2017;ID;;;;
33477;01/01/2017;ID;;;;
33485;14/04/2017;TW;;;;
33492;21/01/2017;TW;;;;
33501;24/03/2017;ID;;;;
33511;14/05/2017;TW;;;;
33521;19/05/2017;VN;;;;
33529;15/05/2017;SG;;;;
33530;04/05/2017;ID;;;;
33532;04/04/2017;ID;;;;
33539;27/05/2017;TH;;;;
33548;23/05/2017;SG;;;;
33551;18/01/2017;VN;;;;
33553;16/04/2017;PH;;;;
33560;09/02/2017;MY;;;;
33565;28/01/2017;SG;;;;
33572;01/01/2017;TH;;;;
33579;27/05/2017;MY;;;;
33587;24/04/2017;TW;;;;
33596;31/01/2017;TH;;;;
33601;23/02/2017;TW;;;;
33610;01/03/2017;VN;;;;
33613;05/02/2017;MY;;;;
33614;12/02/2017;TH;;;;
33620;26/05/2017;TH;;;;
33626;06/05/2017;TW;;;;
33634;30/04/2017;MY;;;;
33636;23/01/2017;VN;;;;
33646;08/05/2017;SG;;;;
33651;09/02/2017;ID;;;;
33652;06/04/2017;TW;;;;
33653;02/03/2017;TW;;;;
33661;02/05/2017;TW;;;;
33664;29/01/2017;SG;;;;
33673;25/04/2017;PH;;;;
33677;27/04/2017;ID;;;;
33687;26/02/2017;VN;;;;
33696;02/01/2017;TW;;;;
33698;28/01/2017;TW;;;;
33706;05/05/2017;ID;;;;
33709;17/02/2017;SG;;;;
33716;24/04/2017;TW;;;;
33725;10/02/2017;ID;;;;
33731;15/05/2017;TH;;;;
33738;25/05/2017;MY;;;;
33742;28/03/2017;TH;;;;
33751;28/03/2017;MY;;;;
33753;30/04/2017;SG;;;;
33761;13/02/2017;TH;;;;
33767;06/02/2017;TH;;;;
33774;02/05/2017;VN;;;;
33780;17/05/2017;TH;;;;
33781;28/02/2017;PH;;;;
33788;17/03/2017;SG;;;;
33798;04/03/2017;VN;;;;
33807;21/02/2017;PH;;;;
33816;06/02/2017;VN;;;;
33822;24/04/2017;ID;;;;
33831;02/02/2017;PH;;;;
33840;10/01/2017;MY;;;;
33846;16/01/2017;TW;;;;
33850;06/03/2017;PH;;;;
33854;03/02/2017;PH;;;;
33855;23/04/2017;PH;;;;
33858;10/05/2017;MY;;;;
33861;10/04/2017;PH;;;;
33870;06/04/2017;SG;;;;
33880;08/03/2017;MY;;;;
33882;19/03/2017;PH;;;;
33891;12/01/2017;SG;;;;
33901;13/03/2017;TW;;;;
33906;22/04/2017;PH;;;;
33914;27/02/2017;ID;;;;
33919;02/05/2017;PH;;;;
33925;22/05/2017;TH;;;;
33928;26/01/2017;TH;;;;
33937;18/03/2017;TW;;;;
33940;25/04/2017;ID;;;;
33949;10/02/2017;TH;;;;
33957;13/01/2017;VN;;;;
33959;08/02/2017;VN;;;;
33964;14/05/2017;TW;;;;
33971;16/01/2017;PH;;;;
33979;13/02/2017;SG;;;;
33980;21/05/2017;VN;;;;
33988;27/04/2017;TH;;;;
33993;22/05/2017;MY;;;;
33996;22/01/2017;TW;;;;
33997;15/04/2017;MY;;;;
34003;09/01/2017;VN;;;;
34009;11/03/2017;VN;;;;
34010;15/03/2017;MY;;;;
34014;20/05/2017;SG;;;;
34020;03/01/2017;PH;;;;
34025;11/04/2017;SG;;;;
34027;13/03/2017;TH;;;;
34035;09/04/2017;PH;;;;
34044;01/05/2017;SG;;;;
34045;16/05/2017;ID;;;;
34046;03/04/2017;PH;;;;
34053;09/02/2017;TW;;;;
34062;02/04/2017;MY;;;;
34072;06/03/2017;ID;;;;
34074;21/01/2017;ID;;;;
34078;09/02/2017;MY;;;;
34088;17/01/2017;MY;;;;
34093;25/04/2017;SG;;;;
34097;10/01/2017;TW;;;;
34098;02/05/2017;VN;;;;
